No,Categoria,Tipo_Evento,Descripcion,Datos_Requeridos,Plantilla_Nombre,Checklist_Preevento,Alertas_Sistema,Validaciones,Mejores_Practicas
1,Creación,Cóctel,"Evento tipo cóctel: aperitivos y bebidas de pie sin servicio de mesa formal. Formato habitual de 1.5 a 3 horas para corporativos, inauguraciones y recepciones","nombre_evento, fecha (YYYY-MM-DD), hora_inicio, hora_fin, pax, lugar (Salón Granada/Terraza/Salón Alhambra/Jardín), precio_venta_pax, alergias, lista_platos (mínimo 4 canapés), responsable_sala, responsable_bar, empresa_cliente, contacto_telefono","COCTEL_[CLIENTE]_[YYYYMMDD]","48h: confirmar pax final con cliente por escrito; 48h: verificar stock vajilla (copas ×1.5, bandejas, servilletas); 48h: confirmar personal asignado (1 camarero/20 pax); 24h: imprimir ficha de producción y pegar en tablón; 24h: briefing equipo cocina+sala con mención de alérgenos; Día D: mise en place 2h antes; Día D: revisión de montaje 30min antes del inicio","Alerta ROJA: vajilla insuficiente para pax confirmado (copas < pax×1.5); Alerta NARANJA: evento sin confirmación escrita a 72h; Alerta ROJA: plato sin receta vinculada en recetario; Alerta NARANJA: sin personal de bar asignado a 48h","pax > 0; fecha debe ser futura; mínimo 4 platos tipo canapé asignados; hora_fin posterior a hora_inicio; precio_venta_pax > 0; lugar debe existir en el sistema; todos los platos deben tener receta activa","Confirmar pax definitivo 48h antes por WhatsApp o email; usar factor ×1.5 en copas para cócteles; asignar 1 camarero por cada 20 pax; briefing siempre en papel + verbal; reservar stock de cava para brindis final"
2,Creación,Menú,"Evento de menú sentado con entrada, principal y postre. Servicio de mesa completo para celebraciones, bodas, reuniones de empresa y galas","nombre_evento, fecha, hora_inicio, hora_fin, pax, lugar, precio_venta_pax, tipo_menu (almuerzo/cena/gala), alergias_por_comensal, entrantes (mínimo 1), principales (mínimo 1), postres (mínimo 1), maridaje_vinos, responsable_sala, chef_asignado, contacto_nombre, contacto_telefono","MENU_[TIPO]_[CLIENTE]_[YYYYMMDD]","48h: confirmar intolerancias individuales con maître; 48h: verificar mise en place vajilla completa (plato llano+hondo+postre por pax); 48h: comprobar stock vinos y bebidas; 24h: imprimir cartas y fichas de producción; 24h: reunión equipo cocina+sala; Día D: montar sala 3h antes; Día D: cata de platos con chef 1h antes","Alerta ROJA: alergia sin registrar en ficha de cocina; Alerta NARANJA: vino seleccionado con stock < pax×0.5 botellas; Alerta ROJA: plato sin escandallo actualizado (>90 días); Alerta NARANJA: cambio de pax a menos de 24h; Alerta ROJA: sala sin montar a T-2h","pax mínimo 10 para menú sentado; todos los pases deben tener plato asignado; alergias propagadas automáticamente a ficha de producción; precio incluye IVA o se indica expresamente; hora_inicio posterior a 12:00 para almuerzos y a 19:00 para cenas","Preparar fichas de alérgenos por comensal; confirmar disposición de mesas con sala 24h antes; pre-marcar copas de vino antes del servicio; tener plato alternativo listo para cada alérgico"
3,Creación,Desayuno,"Desayuno de trabajo o social en formato buffet o servicio emplatado para grupos empresariales, delegaciones o huéspedes del hotel","nombre_evento, fecha, hora_inicio (07:00-11:00), hora_fin, pax, lugar, modalidad (buffet/emplatado), precio_venta_pax, bebidas_calientes (café/té/infusiones), bolleria_seleccionada, proteinas (jamón/queso/huevos/salmón), fruta, alergias, responsable_sala","DESAYUNO_[CLIENTE]_[YYYYMMDD]","48h: confirmar modalidad definitiva; 48h: comprobar stock bollería y lácteos; 24h: coordinar pedido con obrador (panadería La Madraza o proveedor habitual); 24h: verificar cafetera en buen estado; Día D: montar buffet 45min antes; Día D: preparar café y zumos 20min antes del inicio","Alerta NARANJA: proveedor de bollería sin pedido confirmado a 24h; Alerta AMARILLA: pax supera capacidad de sala seleccionada; Alerta NARANJA: camarero sin asignar; Alerta NARANJA: opción sin gluten no disponible si hay intolerante al gluten en el grupo","hora entre 07:00 y 11:30; pax mínimo 8 para formato grupal; modalidad seleccionada antes de generar ficha; fecha futura; lugar disponible en ese horario","Calcular 1.2 raciones por pax en buffet para evitar escasez; tener opción sin gluten siempre disponible; reponer bandejas cada 20 minutos; garantizar café caliente durante toda la duración; tarjetas de alérgenos en cada bandeja"
4,Datos Requeridos,Cóctel,"Detalle de todos los campos necesarios para crear un evento de tipo cóctel correctamente y sin errores de validación","nombre_evento (texto, máx 60 car.); fecha (YYYY-MM-DD, futura); hora_inicio (HH:MM); hora_fin (HH:MM); pax (entero, mín 10, máx según sala); lugar (lista cerrada); precio_venta_pax (decimal ≥0); empresa_cliente; contacto_nombre; contacto_telefono; alergias (texto o 'Ninguna'); lista_platos (array mínimo 4); barra_libre (sí/no); responsable_sala; responsable_bar","N/A","Validación en tiempo real al rellenar formulario; alerta si campo obligatorio vacío al intentar guardar","nombre vacío; pax=0; fecha pasada; platos insuficientes; lugar no válido; hora_fin anterior a hora_inicio","Todos los campos obligatorios deben estar rellenos; precio_venta_pax > 0; lugar en lista de espacios activos; platos con recetas activas","Usar plantilla si existe tipo similar para reducir tiempo de creación; revisar nombre del evento antes de guardar para consistencia en historial"
5,Datos Requeridos,Menú,"Detalle de todos los campos necesarios para un evento de menú sentado con validaciones específicas por tipo","nombre_evento; fecha; hora_inicio; hora_fin; pax (mín 10); lugar; precio_venta_pax (mín 45€); tipo_menu (almuerzo/cena/gala/degustación); entrantes[ ] (mín 1 plato); principales[ ] (mín 1 plato); postres[ ] (mín 1 plato); maridaje_vinos[ ]; alergias_comensales (por comensal o general); contacto_nombre; contacto_telefono; chef_asignado; mesa_configuracion (rectangular/cabaret/imperial)","N/A","Alerta si menú incompleto al intentar confirmar; alerta si chef no asignado a 72h","Menú sin postre; alérgeno sin alternativa; vino sin stock verificado; hora_inicio fuera de rango por tipo","pax mínimo 10; todos los pases con plato; precio ≥ 45€/pax; chef asignado antes de confirmar","Ofrecer siempre 2 opciones por vuelta para dar flexibilidad; incluir precio todo incluido bebidas vs sin bebidas"
6,Datos Requeridos,Desayuno,"Campos necesarios para crear desayuno corporativo o de ocio con validaciones de horario","nombre_evento; fecha; hora_inicio (07:00-11:00); hora_fin; pax (mín 8); lugar; modalidad (buffet/emplatado/mixto); precio_venta_pax; bebidas_calientes[ ]; bolleria[ ]; proteinas[ ]; fruta (sí/no); extras_opcionales (zumos frescos/tostadas/smoothies); alergias; contacto_nombre; contacto_telefono","N/A","Alerta si hora fuera de rango; alerta si sin pedido de bollería a 24h","Hora fuera de rango 07:00-11:30; pax < 8; sin bebida caliente seleccionada; modalidad no elegida","hora_inicio entre 07:00 y 11:00; pax ≥ 8; modalidad requerida; bollería debe tener pedido confirmado 24h antes","Pedir bollería artesanal con 48h de antelación a proveedor artesano local; tener siempre opción sin gluten y sin lactosa disponibles"
7,Nomenclatura,General,"Convención estándar de nombres para todos los eventos del sistema. Facilita búsquedas en historial y exportaciones","TIPO_CLIENTEABREV_YYYYMMDD. Ejemplos: COCTEL_ACERINOX_20260615; MENU_BODAGARCIA_20261002; DESAYUNO_CONGRESOMED_20260319. Para duplicados: añadir sufijo _v2. Para eventos recurrentes: añadir _ED1, _ED2","N/A","Alerta si nombre ya existe en el sistema; alerta si formato no sigue la convención","Nombre duplicado; caracteres especiales no permitidos (solo letras, números y guion bajo); longitud > 60 caracteres","Nombre único en el sistema; sin acentos ni espacios; fecha en formato YYYYMMDD; tipo en mayúsculas","Aplicar la convención desde la creación inicial; usar el campo Notas para el nombre comercial completo del evento"
8,Plantillas,Cóctel Corporativo Estándar,"Plantilla preconfigurada para cócteles corporativos de bienvenida o networking de hasta 2 horas con producto de temporada","Platos incluidos: Mini croissant jamón ibérico Trévelez, Croqueta de bacalao al pil-pil, Tartar de tomate Vega de Granada con albahaca, Gamba roja al ajillo con guindilla, Mini brioche de rabo de toro estofado. Bebidas: Vino blanco Rioja DOC frio, Cava Brut Nature, Agua Lanjarón, Cerveza Alhambra, Refrescos. Ratio: 8 piezas/pax. Duración estándar: 1.5h. Precio base: 52€/pax","COCTEL_CORP_TEMPLATE","Vajilla: copa vino ×1.5, copa cava ×1, plato degustación ×1, bandeja por cada 8 pax; confirmar bebidas 5 días antes","Bebidas sin confirmar stock; plato sin receta activa en el sistema","Todos los platos deben tener ficha de producción activa; precio mínimo 45€/pax","Ideal para grupos 20-80 pax; para >80 pax solicitar refuerzo de cocina; siempre tener canapé vegetariano en la selección"
9,Plantillas,Menú Celebración Premium,"Plantilla para celebraciones especiales (bodas, aniversarios, bautizos) con menú de 4 vueltas y maridaje completo","Vuelta 1: Gazpacho de remolacha con pepino y menta; Vuelta 2: Lubina al horno con pil-pil de almendras y azafrán; Vuelta 3: Solomillo ibérico con trufa de temporada y puré de castañas; Vuelta 4: Tarta de Santiago con helado de aceite de oliva. Cava bienvenida + vino blanco Albariño + vino tinto Ribera del Duero + agua. Precio base: 78€/pax","MENU_CELEBRACION_TEMPLATE","72h: confirmar menú definitivo; 48h: verificar stock vinos; 24h: briefing de sala con distribución de mesas; Día D: cava de bienvenida preparado en entrada","Cambio de pax <24h; vino sin cantidad confirmada; plato sin escandallo actualizado","Mínimo 20 pax; precio mínimo 70€/pax; pago de señal del 30% requerido","Incluir siempre opción de menú infantil (+18€/niño); coordinar con decoración del cliente; carta de menú impresa personalizada con el nombre del evento"
10,Plantillas,Desayuno de Trabajo,"Plantilla para desayunos de trabajo con presentación corporativa simultánea o reuniones de directivos","Buffet: Café americano/cortado/con leche, Té e infusiones, Zumos naturales naranja y granada, Bollería variada (croissant, napolitana, palmera), Opción sin gluten, Tostadas con AOVE Sierra Nevada, Embutidos selectos (jamón, salchichón), Quesos de La Alpujarra, Fruta de temporada. Agua en mesa. Duración: 1.5h. Precio base: 28€/pax","DESAYUNO_TRABAJO_TEMPLATE","24h: confirmar pax exacto; Día D T-45min: montar buffet; Día D T-20min: encender cafetera y preparar zumos","Cafetera sin revisión previa; bollería sin pedir; zumo sin fruta fresca en stock","Hora entre 08:00 y 10:00; pax mínimo 10","Preparar tarjetas de alérgenos en cada bandeja; coffee station separada de la zona de presentación para no interrumpir"
11,Checklist Pre-evento,72 Horas Antes,"Acciones críticas 72 horas antes para prevenir incidencias de último momento","1. Verificar estado de confirmación del evento (debe estar en 'Confirmado'); 2. Enviar recordatorio al cliente si sigue en 'Presupuesto'; 3. Revisar lista de platos y verificar recetas activas; 4. Calcular vajilla necesaria y comprobar stock; 5. Verificar disponibilidad del personal asignado; 6. Revisar alérgenos registrados y comunicar al chef; 7. Generar borrador de ficha de producción","Alerta si evento en estado 'Presupuesto' a 72h; notificación push a jefa de sala","Evento sin confirmar a 72h bloquea generación de ficha de producción definitiva","Todos los puntos del checklist deben marcarse en la app con timestamp y usuario responsable","Si el cliente no confirma a 72h, escalar a dirección para decisión sobre si preparar o no el evento"
12,Checklist Pre-evento,48 Horas Antes,"Lista de verificación obligatoria 48 horas antes del evento para asegurar preparación completa","1. Confirmar pax definitivo con cliente (WhatsApp/email); 2. Actualizar pax en app si cambió; 3. Verificar stock vajilla con cálculo actualizado; 4. Emitir pedido de compras pendientes; 5. Confirmar personal (sala+cocina+barra); 6. Imprimir o exportar ficha de producción; 7. Briefing con equipo: repasar platos, alergias, timing; 8. Confirmar pedido bollería si aplica","Alerta si checklist no completado a 48h; notificación a jefa de sala y dirección","Checklist incompleto a 36h activa alerta roja en dashboard","Todos los ítems deben estar marcados como completados en la app","Si falta personal a 48h, activar lista de refuerzo inmediatamente; no esperar a 24h"
13,Checklist Pre-evento,24 Horas Antes,"Acciones finales 24 horas antes para dejar todo listo para el día del evento","1. Recibir pedido de panadería y verificar calidad; 2. Briefing final con todo el equipo (20 min); 3. Confirmar horario de montaje de sala; 4. Imprimir ficha de producción definitiva para cocina; 5. Preparar hoja de alergias por comensal para maître; 6. Verificar que todos los platos del menú están disponibles; 7. Enviar recordatorio al cliente con hora, lugar y parking","Alerta si briefing no agendado en el sistema; alerta si pax cambia >10%","Cambio de pax >10% en últimas 24h requiere autorización de dirección","Briefing obligatorio para eventos de más de 25 pax; debe quedar registrado en la app","Enviar confirmación final al cliente por WhatsApp con todos los detalles para evitar confusiones el día del evento"
14,Checklist Pre-evento,Día del Evento,"Protocolo paso a paso el día del evento ordenado por tiempo hasta el inicio del servicio","T-3h: verificar mise en place cocina y KDS activo; T-2h: montar sala o zona cóctel; T-1h: briefing equipo con repaso de alérgenos y roles; T-45min: preparar barra de bebidas y temperaturas; T-30min: canapés calientes listos para servir; T-15min: equipo en posición; T-5min: maître en puerta de bienvenida; T-0: recepción de clientes. Post: desmontaje, recuento vajilla, cierre del evento en app","Alerta si montaje no iniciado a T-2h; alerta si chef no marcado en cocina a T-3h","Todas las alertas del día deben resolverse antes de T-1h o escalar a dirección","Asignar responsable único de comunicación con el cliente durante el evento; ese rol no puede cambiar durante el servicio","El maître o responsable de sala debe tener el teléfono del cliente activo durante todo el evento"
15,Alertas Sistema,Vajilla Insuficiente,"El sistema detecta automáticamente cuando el stock de vajilla no cubre las necesidades calculadas para el evento confirmado","Trigger: al guardar o editar pax del evento. Cálculo por tipo: cóctel → copas ×1.5, bandejas ×(pax/8); menú → plato llano+hondo+postre ×1.2; desayuno → plato ×1.1, taza ×1. Si stock_disponible < cantidad_calculada → alerta ROJA con lista de piezas faltantes y cantidad exacta","Alerta ROJA en dashboard con nombre del evento, fecha, artículos faltantes y cantidad; notificación push a jefe de sala","Recalcular si pax cambia; stock debe contar solo piezas en buen estado (excluir las en reparación)","Factor de cálculo se actualiza automáticamente al cambiar pax; stock en buen estado verificado por inventario","Mantener 20% de margen extra en stock sobre el mínimo calculado; identificar proveedor de alquiler para emergencias (Alquimia Eventos Granada)"
16,Alertas Sistema,Evento Sin Confirmar,"Evento registrado en estado 'Presupuesto' que se acerca a su fecha sin confirmación del cliente","Trigger: estado='Presupuesto' y fecha_evento < hoy+5 días laborables. Acciones automáticas: día -7: recordatorio push a comercial; día -5: recordatorio push + sugerencia de llamada al cliente; día -3: alerta ROJA en dashboard; día -1: bloqueo de ficha de producción hasta confirmar o cancelar","Alerta NARANJA a -7 días; alerta ROJA a -3 días; bloqueo de producción a -1 día","Estado debe actualizarse a 'Confirmado' o 'Cancelado' para eliminar la alerta","Nunca generar ficha de producción para evento no confirmado; evitar compras no autorizadas","Política de la casa: solicitar siempre señal del 30% para pasar a 'Confirmado'; sin señal = sin ficha de producción"
17,Alertas Sistema,Platos Sin Receta,"Alerta cuando un plato seleccionado para el evento no tiene ficha de receta activa en el recetario del sistema","Trigger: al seleccionar un plato en el formulario de evento. Comprobación: plato_id sin receta activa en módulo Recetario → alerta AMARILLA inmediata con nombre del plato. Acción: notificación al chef para crear receta antes de confirmar el evento","Alerta AMARILLA con nombre del plato y botón 'Crear receta ahora'; notificación al chef responsable","Plato sin receta no puede incluirse en ficha de producción; el sistema lo marca en rojo en la lista","Plato debe tener receta activa antes de poder confirmar el evento","Revisar mensualmente que todos los platos del menú activo tienen receta y escandallo actualizados; actualizar al inicio de cada temporada"
18,Alertas Sistema,Alérgenos No Comunicados,"El evento tiene alergias registradas pero el sistema detecta que no se ha marcado la comunicación a cocina","Trigger: evento con alergias != 'Ninguna' y flag comunicado_cocina = false a T-24h. Acción: alerta ROJA bloqueante en dashboard; se bloquea el botón 'Listo para servicio' hasta que el responsable marque la comunicación","Alerta ROJA bloqueante con nombres de comensales afectados; no se puede avanzar hasta marcar como comunicado","Flag debe marcarse explícitamente en la app por jefe de sala o chef; comunicación verbal no cuenta sin registro digital","Todo comensal con alergia severa (frutos secos, marisco, gluten) debe tener alternativa confirmada en el sistema","Establecer protocolo: maître firma digitalmente la comunicación de alergias en la app antes de T-1h del servicio"
19,Validaciones,Pax por Tipo y Sala,"Reglas de validación cruzada entre número de comensales, tipo de evento y capacidad del espacio seleccionado","Cóctel: mín 10, máx según sala (Salón Granada 120, Terraza 60, Salón Alhambra 40, Jardín 200); Menú sentado: mín 10, máx según sala (Salón Granada 80, Terraza 40, Sala Privada 20); Desayuno: mín 8, máx según sala","Alerta ROJA si pax > capacidad máxima del espacio; alerta NARANJA si pax < mínimo rentable del tipo","pax debe estar entre mínimo del tipo y máximo del espacio; si el cliente quiere más pax → proponer espacio alternativo","Reservar sala con margen del 10% sobre pax confirmado; tener plan B si el cliente amplía pax en el último momento","Si pax supera capacidad, proponer inmediatamente espacio alternativo disponible o fecha diferente"
20,Validaciones,Fecha y Disponibilidad,"Reglas de validación de fecha para evitar conflictos de agenda y garantizar tiempo de preparación","fecha_evento > fecha_actual; no puede haber dos eventos en la misma sala con solapamiento de horario; tiempo mínimo de preparación: desayuno 3 días laborables, cóctel 5 días, menú 7 días, gala 14 días. Admin puede crear eventos con menos días en casos excepcionales","Alerta ROJA si conflicto de sala detectado; alerta AMARILLA si tiempo de preparación < mínimo recomendado","fecha_evento > hoy; sala sin conflicto de horario; para menús gala mínimo 14 días de antelación","Bloquear la sala en calendario en el momento de la confirmación verbal del cliente, no esperar a la confirmación escrita","Usar la vista de calendario semanal cada lunes para detectar posibles solapamientos con antelación suficiente"
21,Validaciones,Precio y Margen,"Validación del precio de venta por pax para garantizar rentabilidad mínima del evento","Precio mínimo por tipo: desayuno 20€/pax, cóctel 40€/pax, menú 50€/pax, gala 75€/pax. El sistema calcula el margen estimado (precio_venta - coste_escandallo)/precio_venta y avisa si < 50%. No bloquea, pero requiere aprobación de dirección si margen < 40%","Alerta NARANJA si margen estimado < 50%; alerta ROJA si < 40% (requiere aprobación dirección)","precio_venta_pax > precio_mínimo_tipo; margen > 0; si margen < 40% se requiere campo 'aprobado_por' con nombre de director","No guardar el precio sin calcular el escandallo primero; el margen estimado es referencial, el real se calcula post-evento","Usar siempre el escandallo actualizado para calcular el precio; revisar costes de ingredientes mensualmente"
22,Duplicación,Evento Existente,"Proceso para crear un evento nuevo a partir de uno existente, reutilizando la configuración de platos, personal y precios","1. Seleccionar evento en historial o lista; 2. Pulsar botón 'Duplicar'; 3. Sistema crea copia con nombre_original+_v2; 4. Cambiar OBLIGATORIAMENTE: fecha, datos del cliente, pax si difiere; 5. Revisar platos y ajustar si alguno fue dado de baja; 6. Recalcular precio si han cambiado costes; 7. Guardar como borrador; 8. Completar campos faltantes y confirmar","Alerta si fecha del duplicado coincide con otro evento en el mismo espacio; alerta si plato del original fue dado de baja","Fecha y datos del cliente deben actualizarse antes de confirmar el duplicado; platos dados de baja deben sustituirse","Útil para clientes recurrentes o eventos de la misma empresa en diferentes fechas; agiliza creación en un 60%","Al duplicar, revisar siempre precios de escandallo, disponibilidad de platos y no copiar incidencias del evento original"
23,Estados del Evento,Ciclo de Vida Completo,"Los 6 estados posibles de un evento y las reglas de transición entre ellos a lo largo del ciclo de vida","BORRADOR → PRESUPUESTO → CONFIRMADO → EN PREPARACIÓN → EN CURSO → COMPLETADO → ARCHIVADO. Cancelado es un estado terminal accesible desde cualquier estado. Sólo admin puede reactivar un Cancelado. En Preparación se activa automáticamente a T-48h. En Curso se activa al marcar inicio del servicio en la app","Alerta si evento lleva >10 días en PRESUPUESTO sin movimiento; alerta si CONFIRMADO sin ficha de producción a T-48h","No se puede retroceder de estado salvo admin; Cancelado requiere motivo escrito; COMPLETADO requiere cierre en app con notas","Actualizar el estado en tiempo real desde el dispositivo; usar el botón de estado en la barra superior de la ficha del evento","Nunca dejar eventos en estado incorrecto; un evento COMPLETADO mal archivado distorsiona los analytics mensuales"
24,Vista Histórica,Analytics de Rendimiento,"Visualización de eventos pasados con métricas de rendimiento para análisis de negocio y toma de decisiones","Filtros: por tipo de evento, período (semana/mes/trimestre/año), lugar, responsable, rango de pax, rango de precio. Métricas: total eventos, pax total, ingresos generados, margen medio, platos más servidos, tipo de evento más rentable. Exportación: Excel o PDF. Gráficos: barras por mes, línea de tendencia, pie por tipo","Alerta si no hay datos para el período seleccionado; alerta si hay eventos sin cierre en el período","Datos históricos son de solo lectura; solo se pueden añadir notas de incidencias post-evento","Revisar historial cada lunes para tendencias; comparar siempre con el mismo período del año anterior","Generar informe mensual el día 3 de cada mes y compartir con dirección del hotel"
25,Vista Histórica,Clientes Recurrentes,"Identificación automática de clientes que repiten y gestión de su fidelización desde el módulo de eventos","El sistema marca como 'recurrente' a clientes con ≥2 eventos completados. Vista: historial de eventos del cliente, platos preferidos, gasto total, frecuencia media, última visita. Acción automática sugerida: contacto proactivo si >6 meses sin nuevo evento. Etiqueta VIP: ≥5 eventos o >3.000€ acumulado","Notificación mensual de clientes recurrentes sin evento en últimos 6 meses; alerta si cliente VIP cancela","Clientes identificados por email o teléfono como clave única; no duplicar registros de cliente","Usar lista de recurrentes para campañas de fidelización estacionales (Navidad, Semana Santa, verano)","Llamar personalmente a clientes VIP para felicitar en fechas clave; ofrecer precio especial por volumen en temporada baja"
